time_s,mocap_time_s,source_id,target_id,desired_x,desired_y,desired_z,actual_x,actual_y,actual_z,edge_valid,edge_error_m
0.000000,1788508071.929908514,car1,car2,0.800000000,0.000000000,0.000000000,0.541086391,0.397122264,0.000000000,1,0.474069984
0.000000,1788508071.929908514,car1,car4,0.000000000,0.800000000,0.000000000,-0.431564927,0.423028022,0.000000000,1,0.573023698
0.000000,1788508071.929908514,car1,car5,0.800000000,0.800000000,0.000000000,0.336288989,1.006246462,0.000000000,1,0.507509119
0.000000,1788508071.929908514,car2,car1,-0.800000000,0.000000000,0.000000000,-0.541086391,-0.397122264,0.000000000,1,0.474069984
0.000000,1788508071.929908514,car2,car4,-0.800000000,0.800000000,0.000000000,-0.972651318,0.025905758,0.000000000,1,0.793114350
0.000000,1788508071.929908514,car2,car5,0.000000000,0.800000000,0.000000000,-0.204797402,0.609124199,0.000000000,1,0.279956331
0.000000,1788508071.929908514,car4,car1,0.000000000,-0.800000000,0.000000000,0.431564927,-0.423028022,0.000000000,1,0.573023698
0.000000,1788508071.929908514,car4,car2,0.800000000,-0.800000000,0.000000000,0.972651318,-0.025905758,0.000000000,1,0.793114350
0.000000,1788508071.929908514,car4,car5,0.800000000,0.000000000,0.000000000,0.767853916,0.583218440,0.000000000,1,0.584103689
0.000000,1788508071.929908514,car5,car1,-0.800000000,-0.800000000,0.000000000,-0.336288989,-1.006246462,0.000000000,1,0.507509119
0.000000,1788508071.929908514,car5,car2,0.000000000,-0.800000000,0.000000000,0.204797402,-0.609124199,0.000000000,1,0.279956331
0.000000,1788508071.929908514,car5,car4,-0.800000000,0.000000000,0.000000000,-0.767853916,-0.583218440,0.000000000,1,0.584103689
0.202432,1788508072.119751692,car1,car2,0.800000000,0.000000000,0.000000000,0.540921003,0.396913409,0.000000000,1,0.473985423
0.202432,1788508072.119751692,car1,car4,0.000000000,0.800000000,0.000000000,-0.431850493,0.422883645,0.000000000,1,0.573333754
0.202432,1788508072.119751692,car1,car5,0.800000000,0.800000000,0.000000000,0.335157454,1.006410450,0.000000000,1,0.508609739
0.202432,1788508072.119751692,car2,car1,-0.800000000,0.000000000,0.000000000,-0.540921003,-0.396913409,0.000000000,1,0.473985423
0.202432,1788508072.119751692,car2,car4,-0.800000000,0.800000000,0.000000000,-0.972771496,0.025970235,0.000000000,1,0.793077591
0.202432,1788508072.119751692,car2,car5,0.000000000,0.800000000,0.000000000,-0.205763549,0.609497041,0.000000000,1,0.280410441
0.202432,1788508072.119751692,car4,car1,0.000000000,-0.800000000,0.000000000,0.431850493,-0.422883645,0.000000000,1,0.573333754
0.202432,1788508072.119751692,car4,car2,0.800000000,-0.800000000,0.000000000,0.972771496,-0.025970235,0.000000000,1,0.793077591
0.202432,1788508072.119751692,car4,car5,0.800000000,0.000000000,0.000000000,0.767007947,0.583526805,0.000000000,1,0.584458731
0.202432,1788508072.119751692,car5,car1,-0.800000000,-0.800000000,0.000000000,-0.335157454,-1.006410450,0.000000000,1,0.508609739
