time_s,mocap_time_s,source_id,target_id,desired_x,desired_y,desired_z,actual_x,actual_y,actual_z,edge_valid,edge_error_m
0.000000,1788751218.008897066,car4,car5,0.000000000,0.500000000,0.000000000,-0.058036149,0.664872408,0.000000000,1,0.174788745
0.000000,1788751218.008897066,car5,car4,0.000000000,-0.500000000,0.000000000,0.058036149,-0.664872408,0.000000000,1,0.174788745
0.201693,1788751218.208804369,car4,car5,0.000000000,0.500000000,0.000000000,-0.056871235,0.657169908,0.000000000,1,0.167142806
0.201693,1788751218.208804369,car5,car4,0.000000000,-0.500000000,0.000000000,0.056871235,-0.657169908,0.000000000,1,0.167142806
0.403330,1788751218.408941746,car4,car5,0.000000000,0.500000000,0.000000000,-0.029944181,0.605147392,0.000000000,1,0.109328075
0.403330,1788751218.408941746,car5,car4,0.000000000,-0.500000000,0.000000000,0.029944181,-0.605147392,0.000000000,1,0.109328075
0.605095,1788751218.588724375,car4,car5,0.000000000,0.500000000,0.000000000,-0.020851552,0.578322023,0.000000000,1,0.081050148
0.605095,1788751218.588724375,car5,car4,0.000000000,-0.500000000,0.000000000,0.020851552,-0.578322023,0.000000000,1,0.081050148
0.807084,1788751218.808821917,car4,car5,0.000000000,0.500000000,0.000000000,-0.033268929,0.570874214,0.000000000,1,0.078294162
0.807084,1788751218.808821917,car5,car4,0.000000000,-0.500000000,0.000000000,0.033268929,-0.570874214,0.000000000,1,0.078294162
1.011076,1788751218.998711109,car4,car5,0.000000000,0.500000000,0.000000000,0.007945776,0.545920819,0.000000000,1,0.046603186
1.011076,1788751218.998711109,car5,car4,0.000000000,-0.500000000,0.000000000,-0.007945776,-0.545920819,0.000000000,1,0.046603186
1.212604,1788751219.208620787,car4,car5,0.000000000,0.500000000,0.000000000,-0.027373552,0.544610471,0.000000000,1,0.052339330
1.212604,1788751219.208620787,car5,car4,0.000000000,-0.500000000,0.000000000,0.027373552,-0.544610471,0.000000000,1,0.052339330
1.415575,1788751219.418668509,car4,car5,0.000000000,0.500000000,0.000000000,-0.121704757,0.489370018,0.000000000,1,0.122168099
1.415575,1788751219.418668509,car5,car4,0.000000000,-0.500000000,0.000000000,0.121704757,-0.489370018,0.000000000,1,0.122168099
1.617293,1788751219.598610163,car4,car5,0.000000000,0.500000000,0.000000000,-0.045510411,0.500430346,0.000000000,1,0.045512446
1.617293,1788751219.598610163,car5,car4,0.000000000,-0.500000000,0.000000000,0.045510411,-0.500430346,0.000000000,1,0.045512446
1.820085,1788751219.828634501,car4,car5,0.000000000,0.500000000,0.000000000,0.028374434,0.514608830,0.000000000,1,0.031914360
1.820085,1788751219.828634501,car5,car4,0.000000000,-0.500000000,0.000000000,-0.028374434,-0.514608830,0.000000000,1,0.031914360
2.022244,1788751220.018720388,car4,car5,0.000000000,0.500000000,0.000000000,-0.035722613,0.510454565,0.000000000,1,0.037221003
2.022244,1788751220.018720388,car5,car4,0.000000000,-0.500000000,0.000000000,0.035722613,-0.510454565,0.000000000,1,0.037221003
2.225387,1788751220.218756199,car4,car5,0.000000000,0.500000000,0.000000000,0.003740609,0.520304233,0.000000000,1,0.020645920
2.225387,1788751220.218756199,car5,car4,0.000000000,-0.500000000,0.000000000,-0.003740609,-0.520304233,0.000000000,1,0.020645920
2.427439,1788751220.428786755,car4,car5,0.000000000,0.500000000,0.000000000,0.060471296,0.509416014,0.000000000,1,0.061199992
2.427439,1788751220.428786755,car5,car4,0.000000000,-0.500000000,0.000000000,-0.060471296,-0.509416014,0.000000000,1,0.061199992
2.633028,1788751220.639539480,car4,car5,0.000000000,0.500000000,0.000000000,-0.051916420,0.517037153,0.000000000,1,0.054640455
2.633028,1788751220.639539480,car5,car4,0.000000000,-0.500000000,0.000000000,0.051916420,-0.517037153,0.000000000,1,0.054640455
2.836863,1788751220.818648338,car4,car5,0.000000000,0.500000000,0.000000000,-0.046670794,0.508496821,0.000000000,1,0.047437949
2.836863,1788751220.818648338,car5,car4,0.000000000,-0.500000000,0.000000000,0.046670794,-0.508496821,0.000000000,1,0.047437949
3.039638,1788751221.048757792,car4,car5,0.000000000,0.500000000,0.000000000,0.086027563,0.506186217,0.000000000,1,0.086249700
3.039638,1788751221.048757792,car5,car4,0.000000000,-0.500000000,0.000000000,-0.086027563,-0.506186217,0.000000000,1,0.086249700
3.241464,1788751221.218646526,car4,car5,0.000000000,0.500000000,0.000000000,0.029515743,0.503917396,0.000000000,1,0.029774571
3.241464,1788751221.218646526,car5,car4,0.000000000,-0.500000000,0.000000000,-0.029515743,-0.503917396,0.000000000,1,0.029774571
3.443041,1788751221.448824644,car4,car5,0.000000000,0.500000000,0.000000000,-0.071153820,0.486895680,0.000000000,1,0.072350461
3.443041,1788751221.448824644,car5,car4,0.000000000,-0.500000000,0.000000000,0.071153820,-0.486895680,0.000000000,1,0.072350461
3.645077,1788751221.648700476,car4,car5,0.000000000,0.500000000,0.000000000,0.021848261,0.498071074,0.000000000,1,0.021933246
3.645077,1788751221.648700476,car5,car4,0.000000000,-0.500000000,0.000000000,-0.021848261,-0.498071074,0.000000000,1,0.021933246
3.846843,1788751221.838619947,car4,car5,0.000000000,0.500000000,0.000000000,0.014677048,0.518617034,0.000000000,1,0.023706743
3.846843,1788751221.838619947,car5,car4,0.000000000,-0.500000000,0.000000000,-0.014677048,-0.518617034,0.000000000,1,0.023706743
4.050334,1788751222.058628559,car4,car5,0.000000000,0.500000000,0.000000000,-0.064072967,0.505897820,0.000000000,1,0.064343837
4.050334,1788751222.058628559,car5,car4,0.000000000,-0.500000000,0.000000000,0.064072967,-0.505897820,0.000000000,1,0.064343837
4.252121,1788751222.258608818,car4,car5,0.000000000,0.500000000,0.000000000,0.011935890,0.491208017,0.000000000,1,0.014824454
4.252121,1788751222.258608818,car5,car4,0.000000000,-0.500000000,0.000000000,-0.011935890,-0.491208017,0.000000000,1,0.014824454
4.454095,1788751222.458695650,car4,car5,0.000000000,0.500000000,0.000000000,0.027930319,0.484430075,0.000000000,1,0.031976950
4.454095,1788751222.458695650,car5,car4,0.000000000,-0.500000000,0.000000000,-0.027930319,-0.484430075,0.000000000,1,0.031976950
4.656705,1788751222.658795834,car4,car5,0.000000000,0.500000000,0.000000000,-0.078932345,0.489594042,0.000000000,1,0.079615319
4.656705,1788751222.658795834,car5,car4,0.000000000,-0.500000000,0.000000000,0.078932345,-0.489594042,0.000000000,1,0.079615319
4.859156,1788751222.868831635,car4,car5,0.000000000,0.500000000,0.000000000,0.007783294,0.482924283,0.000000000,1,0.018765921
4.859156,1788751222.868831635,car5,car4,0.000000000,-0.500000000,0.000000000,-0.007783294,-0.482924283,0.000000000,1,0.018765921
5.061022,1788751223.068642855,car4,car5,0.000000000,0.500000000,0.000000000,0.031724751,0.483703852,0.000000000,1,0.035665449
5.061022,1788751223.068642855,car5,car4,0.000000000,-0.500000000,0.000000000,-0.031724751,-0.483703852,0.000000000,1,0.035665449
5.262856,1788751223.268674135,car4,car5,0.000000000,0.500000000,0.000000000,-0.079549044,0.489870131,0.000000000,1,0.080191425
5.262856,1788751223.268674135,car5,car4,0.000000000,-0.500000000,0.000000000,0.079549044,-0.489870131,0.000000000,1,0.080191425
5.464858,1788751223.468740702,car4,car5,0.000000000,0.500000000,0.000000000,0.010749727,0.483991921,0.000000000,1,0.019282511
5.464858,1788751223.468740702,car5,car4,0.000000000,-0.500000000,0.000000000,-0.010749727,-0.483991921,0.000000000,1,0.019282511
5.667124,1788751223.668925285,car4,car5,0.000000000,0.500000000,0.000000000,0.040977120,0.486198306,0.000000000,1,0.043239000
5.667124,1788751223.668925285,car5,car4,0.000000000,-0.500000000,0.000000000,-0.040977120,-0.486198306,0.000000000,1,0.043239000
5.870556,1788751223.878778696,car4,car5,0.000000000,0.500000000,0.000000000,-0.083812654,0.491200686,0.000000000,1,0.084273299
