time_s,mocap_time_s,source_id,target_id,desired_x,desired_y,desired_z,actual_x,actual_y,actual_z,bearing_valid,bearing_error_rad,bearing_error_deg
0.000000,1785229357.044946432,car1,car4,1.000000000,0.000000000,0.000000000,0.932422771,0.361369306,0.000000000,1,0.369736023,21.184314
0.000000,1785229357.044946432,car1,car6,0.000000000,1.000000000,0.000000000,0.395917740,0.918285981,0.000000000,1,0.407067041,23.323223
0.000000,1785229357.044946432,car4,car1,-1.000000000,0.000000000,0.000000000,-0.932422771,-0.361369306,0.000000000,1,0.369736023,21.184314
0.000000,1785229357.044946432,car4,car6,-0.707106781,0.707106781,0.000000000,-0.808617866,0.588334214,0.000000000,1,0.156400912,8.961112
0.000000,1785229357.044946432,car6,car1,0.000000000,-1.000000000,0.000000000,-0.395917740,-0.918285981,0.000000000,1,0.407067041,23.323223
0.000000,1785229357.044946432,car6,car4,0.707106781,-0.707106781,0.000000000,0.808617866,-0.588334214,0.000000000,1,0.156400912,8.961112
0.202026,1785229357.244925499,car1,car4,1.000000000,0.000000000,0.000000000,0.932412398,0.361396071,0.000000000,1,0.369764728,21.185958
0.202026,1785229357.244925499,car1,car6,0.000000000,1.000000000,0.000000000,0.395938106,0.918277200,0.000000000,1,0.407089219,23.324494
0.202026,1785229357.244925499,car4,car1,-1.000000000,0.000000000,0.000000000,-0.932412398,-0.361396071,0.000000000,1,0.369764728,21.185958
0.202026,1785229357.244925499,car4,car6,-0.707106781,0.707106781,0.000000000,-0.808685096,0.588241800,0.000000000,1,0.156515193,8.967660
0.202026,1785229357.244925499,car6,car1,0.000000000,-1.000000000,0.000000000,-0.395938106,-0.918277200,0.000000000,1,0.407089219,23.324494
0.202026,1785229357.244925499,car6,car4,0.707106781,-0.707106781,0.000000000,0.808685096,-0.588241800,0.000000000,1,0.156515193,8.967660
0.404769,1785229357.454907656,car1,car4,1.000000000,0.000000000,0.000000000,0.943954944,0.330074330,0.000000000,1,0.336382317,19.273287
0.404769,1785229357.454907656,car1,car6,0.000000000,1.000000000,0.000000000,0.383785466,0.923422285,0.000000000,1,0.393892210,22.568361
0.404769,1785229357.454907656,car4,car1,-1.000000000,0.000000000,0.000000000,-0.943954944,-0.330074330,0.000000000,1,0.336382317,19.273287
0.404769,1785229357.454907656,car4,car6,-0.707106781,0.707106781,0.000000000,-0.787919923,0.615777715,0.000000000,1,0.122025529,6.991548
0.404769,1785229357.454907656,car6,car1,0.000000000,-1.000000000,0.000000000,-0.383785466,-0.923422285,0.000000000,1,0.393892210,22.568361
0.404769,1785229357.454907656,car6,car4,0.707106781,-0.707106781,0.000000000,0.787919923,-0.615777715,0.000000000,1,0.122025529,6.991548
0.606675,1785229357.654899359,car1,car4,1.000000000,0.000000000,0.000000000,0.963165771,0.268908345,0.000000000,1,0.272259449,15.599317
0.606675,1785229357.654899359,car1,car6,0.000000000,1.000000000,0.000000000,0.372149895,0.928172643,0.000000000,1,0.381324215,21.848268
0.606675,1785229357.654899359,car4,car1,-1.000000000,0.000000000,0.000000000,-0.963165771,-0.268908345,0.000000000,1,0.272259449,15.599317
0.606675,1785229357.654899359,car4,car6,-0.707106781,0.707106781,0.000000000,-0.779123649,0.626870273,0.000000000,1,0.107868459,6.180407
0.606675,1785229357.654899359,car6,car1,0.000000000,-1.000000000,0.000000000,-0.372149895,-0.928172643,0.000000000,1,0.381324215,21.848268
0.606675,1785229357.654899359,car6,car4,0.707106781,-0.707106781,0.000000000,0.779123649,-0.626870273,0.000000000,1,0.107868459,6.180407
0.810587,1785229357.854875803,car1,car4,1.000000000,0.000000000,0.000000000,0.978794363,0.204845296,0.000000000,1,0.206305649,11.820443
0.810587,1785229357.854875803,car1,car6,0.000000000,1.000000000,0.000000000,0.350838090,0.936436135,0.000000000,1,0.358465932,20.538585
0.810587,1785229357.854875803,car4,car1,-1.000000000,0.000000000,0.000000000,-0.978794363,-0.204845296,0.000000000,1,0.206305649,11.820443
0.810587,1785229357.854875803,car4,car6,-0.707106781,0.707106781,0.000000000,-0.750053631,0.661377011,0.000000000,1,0.062745002,3.595024
0.810587,1785229357.854875803,car6,car1,0.000000000,-1.000000000,0.000000000,-0.350838090,-0.936436135,0.000000000,1,0.358465932,20.538585
0.810587,1785229357.854875803,car6,car4,0.707106781,-0.707106781,0.000000000,0.750053631,-0.661377011,0.000000000,1,0.062745002,3.595024
1.012813,1785229358.054854393,car1,car4,1.000000000,0.000000000,0.000000000,0.990789781,0.135409044,0.000000000,1,0.135826297,7.782274
1.012813,1785229358.054854393,car1,car6,0.000000000,1.000000000,0.000000000,0.325461297,0.945555363,0.000000000,1,0.331499545,18.993525
1.012813,1785229358.054854393,car4,car1,-1.000000000,0.000000000,0.000000000,-0.990789781,-0.135409044,0.000000000,1,0.135826297,7.782274
1.012813,1785229358.054854393,car4,car6,-0.707106781,0.707106781,0.000000000,-0.726499648,0.687166837,0.000000000,1,0.027816084,1.593744
1.012813,1785229358.054854393,car6,car1,0.000000000,-1.000000000,0.000000000,-0.325461297,-0.945555363,0.000000000,1,0.331499545,18.993525
1.012813,1785229358.054854393,car6,car4,0.707106781,-0.707106781,0.000000000,0.726499648,-0.687166837,0.000000000,1,0.027816084,1.593744
1.215211,1785229358.264852047,car1,car4,1.000000000,0.000000000,0.000000000,0.997590532,0.069376724,0.000000000,1,0.069432498,3.978189
1.215211,1785229358.264852047,car1,car6,0.000000000,1.000000000,0.000000000,0.298612277,0.954374511,0.000000000,1,0.303238257,17.374272
1.215211,1785229358.264852047,car4,car1,-1.000000000,0.000000000,0.000000000,-0.997590532,-0.069376724,0.000000000,1,0.069432498,3.978189
1.215211,1785229358.264852047,car4,car6,-0.707106781,0.707106781,0.000000000,-0.712710371,0.701458429,0.000000000,1,0.007956408,0.455869
1.215211,1785229358.264852047,car6,car1,0.000000000,-1.000000000,0.000000000,-0.298612277,-0.954374511,0.000000000,1,0.303238257,17.374272
1.215211,1785229358.264852047,car6,car4,0.707106781,-0.707106781,0.000000000,0.712710371,-0.701458429,0.000000000,1,0.007956408,0.455869
1.418008,1785229358.464870691,car1,car4,1.000000000,0.000000000,0.000000000,0.999977546,0.006701284,0.000000000,1,0.006701335,0.383958
1.418008,1785229358.464870691,car1,car6,0.000000000,1.000000000,0.000000000,0.259883128,0.965640078,0.000000000,1,0.262901170,15.063127
1.418008,1785229358.464870691,car4,car1,-1.000000000,0.000000000,0.000000000,-0.999977546,-0.006701284,0.000000000,1,0.006701335,0.383958
1.418008,1785229358.464870691,car4,car6,-0.707106781,0.707106781,0.000000000,-0.699874228,0.714266102,0.000000000,1,0.010176767,0.583086
1.418008,1785229358.464870691,car6,car1,0.000000000,-1.000000000,0.000000000,-0.259883128,-0.965640078,0.000000000,1,0.262901170,15.063127
1.418008,1785229358.464870691,car6,car4,0.707106781,-0.707106781,0.000000000,0.699874228,-0.714266102,0.000000000,1,0.010176767,0.583086
1.620281,1785229358.664997339,car1,car4,1.000000000,0.000000000,0.000000000,0.998871904,-0.047485987,0.000000000,1,0.047503851,2.721770
1.620281,1785229358.664997339,car1,car6,0.000000000,1.000000000,0.000000000,0.227563426,0.973763260,0.000000000,1,0.229574724,13.153663
1.620281,1785229358.664997339,car4,car1,-1.000000000,0.000000000,0.000000000,-0.998871904,0.047485987,0.000000000,1,0.047503851,2.721770
1.620281,1785229358.664997339,car4,car6,-0.707106781,0.707106781,0.000000000,-0.703756258,0.710441503,0.000000000,1,0.004727200,0.270849
1.620281,1785229358.664997339,car6,car1,0.000000000,-1.000000000,0.000000000,-0.227563426,-0.973763260,0.000000000,1,0.229574724,13.153663
1.620281,1785229358.664997339,car6,car4,0.707106781,-0.707106781,0.000000000,0.703756258,-0.710441503,0.000000000,1,0.004727200,0.270849
1.822268,1785229358.864908695,car1,car4,1.000000000,0.000000000,0.000000000,0.996226856,-0.086787390,0.000000000,1,0.086896709,4.978815
1.822268,1785229358.864908695,car1,car6,0.000000000,1.000000000,0.000000000,0.202859394,0.979207877,0.000000000,1,0.204277151,11.704219
1.822268,1785229358.864908695,car4,car1,-1.000000000,0.000000000,0.000000000,-0.996226856,0.086787390,0.000000000,1,0.086896709,4.978815
1.822268,1785229358.864908695,car4,car6,-0.707106781,0.707106781,0.000000000,-0.706454683,0.707758278,0.000000000,1,0.000921781,0.052814
1.822268,1785229358.864908695,car6,car1,0.000000000,-1.000000000,0.000000000,-0.202859394,-0.979207877,0.000000000,1,0.204277151,11.704219
1.822268,1785229358.864908695,car6,car4,0.707106781,-0.707106781,0.000000000,0.706454683,-0.707758278,0.000000000,1,0.000921781,0.052814
2.025102,1785229359.075453758,car1,car4,1.000000000,0.000000000,0.000000000,0.992338100,-0.123551994,0.000000000,1,0.123868512,7.097143
2.025102,1785229359.075453758,car1,car6,0.000000000,1.000000000,0.000000000,0.162568188,0.986697311,0.000000000,1,0.163292911,9.355995
2.025102,1785229359.075453758,car4,car1,-1.000000000,0.000000000,0.000000000,-0.992338100,0.123551994,0.000000000,1,0.123868512,7.097143
2.025102,1785229359.075453758,car4,car6,-0.707106781,0.707106781,0.000000000,-0.717939828,0.696105167,0.000000000,1,0.015440050,0.884650
2.025102,1785229359.075453758,car6,car1,0.000000000,-1.000000000,0.000000000,-0.162568188,-0.986697311,0.000000000,1,0.163292911,9.355995
2.025102,1785229359.075453758,car6,car4,0.707106781,-0.707106781,0.000000000,0.717939828,-0.696105167,0.000000000,1,0.015440050,0.884650
2.227270,1785229359.274905205,car1,car4,1.000000000,0.000000000,0.000000000,0.988785319,-0.149343875,0.000000000,1,0.149904672,8.588905
2.227270,1785229359.274905205,car1,car6,0.000000000,1.000000000,0.000000000,0.126413503,0.991977634,0.000000000,1,0.126752637,7.262391
2.227270,1785229359.274905205,car4,car1,-1.000000000,0.000000000,0.000000000,-0.988785319,0.149343875,0.000000000,1,0.149904672,8.588905
2.227270,1785229359.274905205,car4,car6,-0.707106781,0.707106781,0.000000000,-0.724066933,0.689729713,0.000000000,1,0.024282468,1.391283
2.227270,1785229359.274905205,car6,car1,0.000000000,-1.000000000,0.000000000,-0.126413503,-0.991977634,0.000000000,1,0.126752637,7.262391
2.227270,1785229359.274905205,car6,car4,0.707106781,-0.707106781,0.000000000,0.724066933,-0.689729713,0.000000000,1,0.024282468,1.391283
2.429216,1785229359.474939108,car1,car4,1.000000000,0.000000000,0.000000000,0.987193847,-0.159525259,0.000000000,1,0.160209735,9.179342
2.429216,1785229359.474939108,car1,car6,0.000000000,1.000000000,0.000000000,0.094871032,0.995489572,0.000000000,1,0.095013926,5.443897
2.429216,1785229359.474939108,car4,car1,-1.000000000,0.000000000,0.000000000,-0.987193847,0.159525259,0.000000000,1,0.160209735,9.179342
2.429216,1785229359.474939108,car4,car6,-0.707106781,0.707106781,0.000000000,-0.730480549,0.682933502,0.000000000,1,0.033627177,1.926695
2.429216,1785229359.474939108,car6,car1,0.000000000,-1.000000000,0.000000000,-0.094871032,-0.995489572,0.000000000,1,0.095013926,5.443897
2.429216,1785229359.474939108,car6,car4,0.707106781,-0.707106781,0.000000000,0.730480549,-0.682933502,0.000000000,1,0.033627177,1.926695
2.631002,1785229359.664972305,car1,car4,1.000000000,0.000000000,0.000000000,0.988102940,-0.153793954,0.000000000,1,0.154406770,8.846856
2.631002,1785229359.664972305,car1,car6,0.000000000,1.000000000,0.000000000,0.051167895,0.998690065,0.000000000,1,0.051190249,2.932985
2.631002,1785229359.664972305,car4,car1,-1.000000000,0.000000000,0.000000000,-0.988102940,0.153793954,0.000000000,1,0.154406770,8.846856
2.631002,1785229359.664972305,car4,car6,-0.707106781,0.707106781,0.000000000,-0.739099253,0.673596536,0.000000000,1,0.046333992,2.654742
2.631002,1785229359.664972305,car6,car1,0.000000000,-1.000000000,0.000000000,-0.051167895,-0.998690065,0.000000000,1,0.051190249,2.932985
2.631002,1785229359.664972305,car6,car4,0.707106781,-0.707106781,0.000000000,0.739099253,-0.673596536,0.000000000,1,0.046333992,2.654742
2.834579,1785229359.884922981,car1,car4,1.000000000,0.000000000,0.000000000,0.988253100,-0.152826077,0.000000000,1,0.153427314,8.790738
2.834579,1785229359.884922981,car1,car6,0.000000000,1.000000000,0.000000000,0.021362338,0.999771799,0.000000000,1,0.021363963,1.224065
2.834579,1785229359.884922981,car4,car1,-1.000000000,0.000000000,0.000000000,-0.988253100,0.152826077,0.000000000,1,0.153427314,8.790738
2.834579,1785229359.884922981,car4,car6,-0.707106781,0.707106781,0.000000000,-0.736957856,0.675938694,0.000000000,1,0.043160462,2.472912
2.834579,1785229359.884922981,car6,car1,0.000000000,-1.000000000,0.000000000,-0.021362338,-0.999771799,0.000000000,1,0.021363963,1.224065
2.834579,1785229359.884922981,car6,car4,0.707106781,-0.707106781,0.000000000,0.736957856,-0.675938694,0.000000000,1,0.043160462,2.472912
3.036551,1785229360.085278749,car1,car4,1.000000000,0.000000000,0.000000000,0.992374360,-0.123260417,0.000000000,1,0.123574689,7.080308
3.036551,1785229360.085278749,car1,car6,0.000000000,1.000000000,0.000000000,0.008419723,0.999964554,0.000000000,1,0.008419823,0.482420
3.036551,1785229360.085278749,car4,car1,-1.000000000,0.000000000,0.000000000,-0.992374360,0.123260417,0.000000000,1,0.123574689,7.080308
3.036551,1785229360.085278749,car4,car6,-0.707106781,0.707106781,0.000000000,-0.740597938,0.671948431,0.000000000,1,0.048561617,2.782376
3.036551,1785229360.085278749,car6,car1,0.000000000,-1.000000000,0.000000000,-0.008419723,-0.999964554,0.000000000,1,0.008419823,0.482420
